text,intent,slots
往前220米，那里有个邮筒，寄出你的思念。,F,oobioooooooooooooio
走起来，你就是自己的风景。,F,ooooooooooooo
前进100米，把不愉快的事情打包扔掉。,F,oobiooooooooiiooo
向前，直到汗水划过脸颊。,F,oooooooooooo
往前480米，有一棵百年的银杏树。,F,oobioooobiooooo
别停留在原地，向前迈一步。,F,ooooooooooooo
前进70米，也许就能找到丢失的灵感。,F,oobiooooooooooooo
向前，无论阴晴圆缺。,F,oooooooooo
往前150米，就可以摘下口罩深呼吸。,F,oobioooooooooooo
走起来，血液才会沸腾。,F,ooooooooooo
前进320米，那里有个篮球场，青春在奔跑。,F,oobioooooooooiooooo
向前，不要被别人的脚步打乱节奏。,F,oooooooooooooooo
往前90米，有一个隐藏在巷子里的书店。,F,oobioooooooooooooo
迈出去，你就赢了那个犹豫的自己。,F,oooooooooooooooo
前进600米，就能看到海。,F,oobiooooooo
向前走，哪怕只是漫无目的。,F,ooooooooooooo
往前280米，那里有盏路灯格外温暖。,F,oobioooooooooooo
走，别停下来思考。,F,ooooooooo
前进110米，或许就能和故人不期而遇。,F,oobioooooooooooio
向前，是一种姿态。,F,ooooooooo
往前400米，能听到教堂的钟声。,F,oobioooooooooo
动起来，赶走困意。,F,ooooooooo
前进70米，在自动贩卖机前买瓶水。,F,oobioooooooooooo
向前走，不要被过往绊住脚。,F,ooooooooooooo
往前180米，那里有个画廊在办免费展览。,F,oobioooooooooooooo
前进，本身就是意义。,F,oooooooooo
往前250米，就能看见那个巨大的摩天轮。,F,oobioooooooooooooo
走起来，把烦恼踩在脚下。,F,oooooooooooo
前进80米，也许就能豁然开朗。,F,oobioooooooooo
向前，穿过迷雾。,F,oooooooo
往前500米，就能跑进春天的风里。,F,oobiooooooooooo
迈步向前，不要问终点。,F,ooooooooooo
前进130米，你会看到一个长满爬山虎的老墙。,F,oobiooooooooioooooio
向前走，哪怕影子在身后拖得很长。,F,oooooooooooooooo
往前330米，那里有个夜市刚刚出摊。,F,oobioooooooooooo
再往前一点，就能拥抱温暖。,F,ooooooooooooo
前进50米，忘掉那个没打出去的电话。,F,oobiooooioooooooo
向前，路会自己展开。,F,oooooooooo
往前150米，那里有个长椅可以坐坐。,F,oobioooooooooooo
走，别停，一直走。,F,ooooooooo
前进260米，或许就能抓住那个飞走的气球。,F,oobiooooooooooooooo
向前，让风穿过你的发间。,F,oooooooioooo
往前100米，就是下一个公交站。,F,oobioooooooooo
走起来，生命在于运动。,F,ooooioooooo
前进90米，那里有个老爷爷在下棋。,F,oobioooooooooooo
向前，哪怕只比昨天多一米。,F,oooooooooooio
往前420米，就能到达公园的湖边。,F,oobiooooooooooo
别停下，继续向前。,F,ooooooooo
前进70米，也许就能发现墙角的花。,F,oobioooooooooooo
向前，直到影子消失。,F,oooooooooo
往前210米，那里有个热闹的菜市场。,F,oobioooooooooooo
迈步，就会有回响。,F,ooooooooo
前进350米，能看到夕阳落下山脊。,F,oobiooooooooooo
向前走，别被情绪左右。,F,ooooooooooo
往前80米，就是那个你们第一次见面的地方。,F,oobioooooioooooooooo
走起来，把思绪理清。,F,oooooooooo
前进600米，也许能跑赢那场雨。,F,oobiooooooooio
向前，永远不要后退。,F,oooooooooo
往前170米，那里有家新开的奶茶店。,F,oobioooooooooooo
前进，哪怕只是挪动一厘米。,F,oooooooooooio
往前280米，就能听见火车的汽笛声。,F,oobioooooooooooo
走，让脚步说话。,F,oooooooo
前进100米，在便利店买个冰淇淋奖励自己。,F,oobiooooooooooooooo
向前，别回头，身后已是过往。,F,oooooooooooooo
往前220米，有一个小小的社区图书馆。,F,oobioooooooiooooo
动起来，驱散麻木。,F,ooooooooo
前进40米，换个心情继续工作。,F,oobioooooooooo
向前走，答案就在风中飘。,F,oooooooooooo
往前320米，那里有个水塘，可以看看倒影。,F,oobiooooooooooooooo
前进，是治愈一切的良药。,F,oooooooooooo
往前500米，就能到达那个约定的路口。,F,oobiooooooooooooo
走起来，把时间抛在脑后。,F,oooooooooooo
前进90米，也许就能听到孩子的笑声。,F,oobiooooooooooooo
向前，哪怕目标是地平线。,F,oooooooooooo
往前250米，那里有棵挂满心愿的树。,F,oobioooooooioooo
迈开腿，别想太多。,F,ooooooooo
前进150米，就能看到那座白色的灯塔。,F,oobiooooooooooooo
向前走，把犹豫踩碎。,F,oooooooooo
往前75米，就是那个你经常错过的早餐摊。,F,oobioooooiooooooooo
前进，不需要理由。,F,ooooooooo
往前330米，那里有片开满野花的草地。,F,oobiooooooooioooo
走，别躺着，向前。,F,ooooooooo
前进110米，或许就能找到回家的路。,F,oobioooooooooioo
向前，不管风往哪个方向吹。,F,ooooooooooooo
往前460米，能看见河对岸的灯火。,F,oobiooooooooooo
动起来，让生活流动起来。,F,oooooooooooo
前进60米，扔掉手里那张揉皱的纸巾。,F,oobiooooooooooooo
向前，你比你想象的更强大。,F,ooooooooooooo
往前180米，那里有个滑板少年在练动作。,F,oobiooooooooiooooo
前进，让过往成为身后的风景。,F,oooooooooooooo
往前200米，就能闻到爆米花的香味。,F,oobioooooooioooo
走起来，感受心脏的跳动。,F,oooooooooooo
前进80米，也许就能看到月亮升起来。,F,oobiooooooooooooo
向前，是唯一的方向。,F,oooooooooo
往前400米，有一座小小的白色教堂。,F,oobioooooooioooo
别犹豫，向前迈出那只脚。,F,oooooooooooo
前进140米，那里有个流浪歌手在唱歌。,F,oobiooooooooioooo
向前走，把阴霾甩在身后。,F,oooooooooooo
往前55米，有个邮筒，投出你的希望。,F,oobiooooooooooooo
前进，哪怕步履蹒跚。,F,oooooooooo
往前370米，能看到整座城市的夜景。,F,oobiooooiioooooo
走，让汗水带走忧愁。,F,oooooooooo
前进90米，那里有只小猫在晒太阳。,F,oobioooooooooooo
向前，直到双脚不再沉重。,F,oooooooooooo
往前210米，就是那个充满回忆的巷口。,F,oobiooooooooooooo
动起来，赶走慵懒。,F,ooooooooo
前进600米，也许能跑进一个全新的早晨。,F,oobioooooooooooooo
向前，别被定义。,F,oooooooo
往前150米，那里有个孩子在吹泡泡。,F,oobioooooooooooo
走起来，遇见未知的自己。,F,oooooooooooo
前进250米，能看到那列绿皮火车缓缓驶过。,F,oobiooooooooooooooo
向前，别管终点在哪。,F,oooooooooo
往前85米，就是那个能让你安静下来的角落。,F,oobioooooooioooooooo
前进，是对未来的渴望。,F,ooooooooooo
往前430米，那里有个灯火通明的便利店。,F,oobioooooooooooooo
走，把无聊甩在身后。,F,oooooooooo
前进110米，或许就能遇到那个正在遛狗的人。,F,oobioooooooooooooooo
向前，哪怕只是微小的一步。,F,ooooooooooooo
往前190米，那里有家花店，飘出阵阵花香。,F,oobioooooiooooooioo
动起来，拥抱风。,F,oooooooo
前进70米，找张长椅坐下来看看书。,F,oobioooooooooooo
向前走，时间会给出答案。,F,oooooooooooo
往前500米，就能跑到那片金色的麦田。,F,oobioooooooooooio
前进，别停下，停下的瞬间就会退缩。,F,ooooooooooooooooo
往前280米，那里有座桥，桥下有流水。,F,oobiooooooooooooo
走起来，让灵魂跟上脚步。,F,oooooooooooo
前进60米，忘掉刚才的尴尬。,F,oobiooooooooo
向前，穿过风雨。,F,oooooooo
往前320米，能看到那个巨大的摩天轮亮起灯。,F,oobioooooooooooooooo
迈步，哪怕目标模糊。,F,oooooooooo
前进150米，那里有个阿姨在跳广场舞。,F,oobiooooooooooooo
向前，不回头。,F,ooooooo
往前100米，在报刊亭买份晚报。,F,oobioooooooooo
走，把迟疑踩在脚下。,F,oooooooooo
前进400米，就能闻到海风的咸味。,F,oobiooooooooooo
向前，别被昨天牵绊。,F,oooooooooo
往前230米，那里有个老人在拉二胡。,F,oobioooooooooooo
前进，让每一步都算数。,F,ooooooooooo
往前90米，也许就能看到那扇熟悉的窗户亮着灯。,F,oobioooooooooooooooooo
动起来，赶走阴郁的心情。,F,oooooooooooo
前进70米，把那枚硬币投给流浪歌手。,F,oobioooooooooooio
向前走，哪怕路滑。,F,ooooooooo
往前550米，就能到达那个山顶的凉亭。,F,oobiooooooooooooo
前进，本身就是一种抵达。,F,oooooooooooo
往前170米，那里有个水果摊，西瓜很甜。,F,oobioooooooooooooo
走，让风吹散头发。,F,ooooooooo
前进300米，也许就能抓住那阵飘过的桂花香。,F,oobioooooooooooooooo
向前，无论顺逆。,F,oooooooo
往前80米，就是那家你常去的拉面馆。,F,oobioooooiooooooo
迈开步子，把犹豫甩开。,F,ooooooooooo
前进120米，那里有个小女孩在跳绳。,F,oobioooooooooooo
向前走，别害怕。,F,oooooooo
往前490米，能看到那个古老的钟楼。,F,oobioooooooooooo
动起来，让血液加速流动。,F,oooooooooooo
前进60米，在那棵梧桐树下停一停。,F,oobioooooooooooo
向前，直到力气用尽。,F,oooooooooo
往前200米，就是那个你们约好的咖啡店。,F,oobioooooioooooooo
走起来，把烦恼踩成脚下的路。,F,oooooooooooooo
前进150米，或许就能看到那辆熟悉的公交车。,F,oobioooooooooooooooo
向前，别被阴影笼罩。,F,oooooooooo
往前350米，那里有个池塘，满是荷叶。,F,oobiooooooooooooo
前进，让身体记住这种感觉。,F,ooooooooooooo
往前95米，有个长椅，坐下系个鞋带。,F,oobiooooooooooooo
走，别停下来想太多。,F,oooooooooo
前进440米，就能跑到那个十字路口。,F,oobioooooooooooo
向前，哪怕脚下有泥泞。,F,ooooooooooo
往前260米，那里有个工地，机器在轰鸣。,F,oobioooooooooooooo
动起来，让生活不止眼前的苟且。,F,ooooooooooooooo
前进80米，在那盏路灯下打个电话。,F,oobioooooooooooo
向前走，不回头望。,F,ooooooooo
往前320米，就能听见夜市喧嚣的声音。,F,oobiooooooooooooo
前进，是对明天的邀请。,F,ooooooooooo
往前50米，把垃圾扔进垃圾桶。,F,oobioooooooooo
走，让步子坚定起来。,F,oooooooooo
前进180米，那里有只鸽子在觅食。,F,oobiooooooooooo
向前，哪怕只是缓慢地挪动。,F,ooooooooooooo
往前570米，就能到达那个山脚的民宿。,F,oobiooooooooooooo
迈步向前，不问东西。,F,oooooooooo
前进110米，也许就能遇到那个也在跑步的人。,F,oobioooooooooooooooo
向前走，把昨天留在身后。,F,oooooooooooo
往前210米，那里有个邮差在送信。,F,oobiooooooooooo
动起来，感受自己的存在。,F,oooooooooooo
前进70米，在自动售货机买瓶运动饮料。,F,oobioooooooooioooo
向前，哪怕只是为了看看前面有什么。,F,ooooooooooooooooo
往前400米，就能看到那片波光粼粼的湖面。,F,oobiooooooooooooooo
走起来，把困意踩碎。,F,oooooooooo
前进300米，也许就能赶走所有的坏心情。,F,oobioooooooooooooo
向前，别被孤独吞噬。,F,oooooooooo
往前140米，那里有个年轻人在画素描。,F,oobiooooooooooooo
前进，让脚印留在身后。,F,ooooooooooo
往前250米，就能闻到烧烤的香味。,F,oobiooooooooooo
走，别蜷缩着。,F,ooooooo
前进90米，也许就能看到那对老夫妻牵手散步。,F,oobiooooooooooooooooo
向前，直到看见光。,F,ooooooooo
往前520米，就能到达那个灯塔的基座。,F,oobiooooooooooooo
动起来，驱散麻木感。,F,oooooooooo
前进60米，把那片漂亮的叶子捡起来。,F,oobiooooooooooooo
向前走，哪怕目标尚未明朗。,F,ooooooooooooo
往前170米，那里有个小朋友在学骑车。,F,oobiooooooooooooo
前进，是挣脱束缚的唯一方式。,F,oooooooooooooo
往前280米，就能看到那座红色的铁桥。,F,oobioooooooiooooo
走，让肌肉记住酸痛。,F,oooooooooo
前进120米，在那家面包店买个牛角包。,F,oobioooooiooooooo
向前，不管结果如何。,F,oooooooooo
往前460米，那里有个码头，停着几艘小船。,F,oobiooooooooooooooo
迈步，把消极情绪甩掉。,F,ooooooooooo
前进80米，跟晨练的大爷打个招呼。,F,oobioooooooooooo
向前走，把过往抛在脑后。,F,oooooooooooo
往前340米，就能看到那个巨大的广告牌。,F,oobioooooooooooooo
动起来，让希望燃烧。,F,oooooooooo
前进200米，也许就能遇到那个久违的朋友。,F,oobiooooooooooooooo
向前，哪怕慢如蜗牛。,F,oooooooooo
往前100米，在那个报刊亭前驻足一下。,F,oobiooooooooooooo
走，让风带走叹息。,F,ooooooooo
前进410米，就能闻到雨后青草的味道。,F,oobioooooooiooooo
向前，别被失败绊住脚。,F,ooooooooooo
往前190米，那里有个天桥，看车流穿梭。,F,oobioooooooooooooo
前进，是生命的本能。,F,ooooiooooo
往前70米，在那个巷口拍张照片。,F,oobiooooooooooo
走起来，让心跳更有力。,F,ooooooooooo
前进550米，就能跑到那个观景台。,F,oobiooooooooooo
向前，不管有没有人同行。,F,oooooooooooo
往前150米，那里有个卖棉花糖的小贩。,F,oobioooooooiooooo
迈步，把犹豫踩在脚下。,F,ooooooooooo
前进300米，也许就能看见那扇为你留的门。,F,oobiooooooooooioooo
向前走，不要被情绪左右。,F,oooooooooooo
往前230米，那里有个老奶奶在卖花。,F,oobioooooooooooo
动起来，让身体温暖起来。,F,oooooooooooo
前进90米，在那棵树下许个愿。,F,oobioooooooooo
向前，哪怕世界模糊一片。,F,oooooooooooo
往前480米，就能看到那个旋转木马。,F,oobioooooooooooo
走，让烦恼追不上你。,F,ooooooooio
前进60米，把耳机里的音乐调大声。,F,oobioooooooooooo
向前，别在原地打转。,F,oooooooooo
往前330米，那里有个滑梯，孩子们在欢笑。,F,oobiooooooooooooooo
前进，哪怕只是用爬的。,F,oooooooiooo
往前140米，也许就能找到那个丢失的钥匙。,F,oobiooooooooooooooo
向前走，把背影留给世界。,F,oooooooooooo
往前270米，那里有个保安在巡逻。,F,oobiooooooooooo
动起来，让灵魂不再干涸。,F,oooooooooooo
前进110米，在那家花店买一支向日葵。,F,oobiooooioooooobo
向前，直到风平浪静。,F,oooooooooo
往前590米，就能到达那个山顶的信号塔。,F,oobiooooooooooooio
迈步，把昨天清零。,F,ooooooooo
前进200米，也许就能赶走所有的疲惫。,F,oobiooooooooooooo
走，让身体先行。,F,oooooooo
往前80米，在那个公共座椅上吃个三明治。,F,oobiooooooooooooooo
向前，别被舒适圈困住。,F,ooooooooooo
往前420米，就能看到那个巨大的摩天轮倒影。,F,oobioooooooooooooooo
前进，让脚印连成线。,F,oooooooooo
往前160米，那里有个清洁工在扫地。,F,oobiooooooooooio
走起来，把负能量甩在身后。,F,ooooooooooooo
前进50米，把想法付诸行动。,F,oobiooooooooo
向前，哪怕只是一厘米的前进。,F,oooooooooooooo
往前370米，那里有个小广场，很多鸽子。,F,oobioooooooooooooo
动起来，让生活充满动感。,F,oooooooooooo
前进130米，也许就能听到久违的笑声。,F,oobiooooooooooooo
向前走，别被过往定义。,F,ooooooooooo
往前250米，就能看到那个熟悉的公交站牌。,F,oobiooooooooooooooo
前进，是对自己的承诺。,F,ooooooooooo
往前90米，在那家书店的橱窗前停留。,F,oobiooooooooooooo
走，让肌肉紧绷起来。,F,oooooooooo
前进530米，就能跑到那个避风的港湾。,F,oobiooooooooooooo
向前，不管风浪多大。,F,oooooooooo
往前190米，那里有个消防栓，有点斑驳。,F,oobioooooooooooooo
迈步，把胆怯踩碎。,F,ooooooooo
前进70米，在自动取款机前取点钱。,F,oobioooooooooooo
向前走，把影子甩在身后。,F,oooooooooooo
往前300米，也许就能遇到那束追光。,F,oobioooooooooooo
动起来，让生命沸腾。,F,oooooioooo
前进110米，把那封信投进邮筒。,F,oobioooioooooo
向前，哪怕只能看清脚下。,F,oooooooooooo
往前440米，就能看到那个过山车的轨道。,F,oobioooooooooooooo
走，让汗水滴落。,F,oooooooo
前进80米，在那个电话亭里躲躲雨。,F,oobioooooooooooo
向前，直到身体发出抗议。,F,oooooooooooo
往前200米，也许就能找到那个遗失的梦。,F,oobiooooooooiooooo
向前走，把悲伤留在原地。,F,oooooooooooo
往前360米，那里有个露天的咖啡座。,F,oobioooooooooooo
前进，是治愈迷茫的特效药。,F,ooooooooooooo
往前150米，在那个喷泉边洗把脸。,F,oobiooooooooooo
迈步，把迟疑甩进风里。,F,ooooooooooo
前进500米，也许就能跑进那片金色的阳光里。,F,oobioooooooooooooooo
走起来，让呼吸变得深沉。,F,oooooooooooo
往前100米，在那个十字路口等红灯。,F,oobioooooooooooo
向前，别被困难吓倒。,F,oooooooooo
往前280米，就能看到那个巨大的温度计。,F,oobioooooooooooooo
动起来，让血液燃烧。,F,oooooooooo
前进60米，把那颗绊脚的石子踢开。,F,oobioooooooooooo
向前走，哪怕只是挪动身体。,F,ooooooooooooo
往前410米，那里有个小船在湖心飘荡。,F,oobiooooooooooooo
前进，是打破僵局的利斧。,F,oooooooooooo
往前170米，在那个报亭买包纸巾。,F,oobiooooooooooo
走，让心跳成为鼓点。,F,oooooooooo
前进320米，也许就能闻到栀子花的香味。,F,oobioooooooooioooo
向前，直到拨云见日。,F,oooooooioo
往前230米，那里有个石凳，刻着字。,F,oobioooooooooooo
迈步，把焦虑甩在身后。,F,ooooooooooo
前进90米，把那瓶水递给环卫工人。,F,oobioooooooooooo
向前走，别被负面情绪缠绕。,F,ooooooooooooo
往前540米，就能到达那个寺庙的门口。,F,oobiooooooooooooo
动起来，让身体记住方向。,F,oooooooooooo
前进70米，在那个健身器材上拉伸一下。,F,oobioooooooooooooo
向前，哪怕路远马亡。,F,oooooooioo
往前290米，那里有个报时钟，整点会响。,F,oobioooooooooooooo
走，让脚步丈量世界。,F,oooooooooo
前进130米，也许就能看到那个人的背影。,F,oobioooooooooooooo
向前，是对平庸的反抗。,F,ooooooooooo
往前480米，就能看到那个跨江大桥的桥墩。,F,oobiooooooooooooooo
迈步，把犹豫踩进泥土。,F,oooooooooio
前进200米，在路边摊买个烤肠。,F,oobioooooooooo
向前走，把黄昏甩在身后。,F,oooooooooooo
往前160米，那里有个自动还书箱。,F,oobiooooooooooo
动起来，让激情回归。,F,oooooooooo
前进50米，在那个变电箱上贴个贴纸。,F,oobiooooooooooooo
向前，哪怕只能移动一寸。,F,oooooooooooo
往前350米，就能看到那个巨大的电子屏。,F,oobioooooooooooooo
走，让风穿过胸膛。,F,ooooooooo
前进110米，也许就能捡到一块好看的石头。,F,oobiooooooooooooooo
向前，直到世界尽头。,F,oooooooooo
往前420米，那里有个悬崖，看日落。,F,oobioooooooooooo
迈步，把恐惧踩在脚下。,F,ooooooooooo
前进80米，在那棵开花的树下坐一会儿。,F,oobioooooioooooooo
向前走，把孤独当成伙伴。,F,oooooooboooo
往前300米，就能听见海浪拍岸的声音。,F,oobiooooooooooooo
动起来，让生命不止息。,F,oooooiooooo
前进250米，也许就能解开那个心结。,F,oobioooooooooooo
向前，哪怕前路漫漫。,F,oooooooooo
往前190米，那里有个老电话亭，已经废弃。,F,oobiooooooooooooooo
走，让汗水蒸发掉忧愁。,F,ooooooooooo
前进70米，把那张废纸扔进可回收垃圾桶。,F,oobiooooooooooooooo
向前，是对自己的救赎。,F,ooooooooooo
往前570米，就能跑到那个沙漠的起点。,F,oobiooooooooioooo
迈步，把昨天踩在脚下。,F,ooooooooooo
